(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 64.29%, Max Drawdown: 0.12%
(30, 1, 2, -0.5, 0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 61.82%, Max Drawdown: 0.2%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: 0.03%, Hit Ratio: 61.82%, Max Drawdown: 0.12%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 67.27%, Max Drawdown: 0.12%
(30, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 60.71%, Max Drawdown: 0.2%
(30, 1, 2, -0.5, 0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 60.71%, Max Drawdown: 0.12%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 66.07%, Max Drawdown: 0.12%
(30, 1, 2, 0, -0.5, 2.5, 2.5): Return: 0.34%, Hit Ratio: 78.0%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 3): Return: 0.28%, Hit Ratio: 75.51%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 3.5): Return: 0.29%, Hit Ratio: 79.17%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 2.5): Return: 0.34%, Hit Ratio: 79.59%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 3): Return: 0.28%, Hit Ratio: 77.08%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 3.5): Return: 0.29%, Hit Ratio: 82.98%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 2.5): Return: 0.34%, Hit Ratio: 78.0%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 3): Return: 0.28%, Hit Ratio: 75.51%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 3.5): Return: 0.29%, Hit Ratio: 81.25%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 2.5, 2.5): Return: 0.26%, Hit Ratio: 73.08%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 2.5, 3): Return: 0.21%, Hit Ratio: 73.08%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 2.5, 3.5): Return: 0.22%, Hit Ratio: 76.92%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3, 2.5): Return: 0.26%, Hit Ratio: 74.51%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3, 3): Return: 0.21%, Hit Ratio: 74.51%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3, 3.5): Return: 0.22%, Hit Ratio: 80.39%, Max Drawdown: 0.06%
