(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: 9.58%, Hit Ratio: 66.67%, Max Drawdown: 0.83%
(100, 2, 1, 0.5, -0.5, 3, 2.5): Return: 9.58%, Hit Ratio: 66.67%, Max Drawdown: 0.83%
(100, 2, 1, 0.5, -0.5, 3.5, 2.5): Return: 9.58%, Hit Ratio: 66.67%, Max Drawdown: 0.83%
(30, 2, 1, 0, 0.5, 3, 3.5): Return: 9.57%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(30, 2, 1, 0, 0.5, 3.5, 3.5): Return: 9.57%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(100, 1.5, 1, 0.5, 0, 2.5, 3): Return: 9.57%, Hit Ratio: 67.92%, Max Drawdown: 1.13%
(100, 1.5, 1, 0.5, 0, 3, 3): Return: 9.57%, Hit Ratio: 67.92%, Max Drawdown: 1.13%
(100, 1.5, 1, 0.5, 0, 3.5, 3): Return: 9.57%, Hit Ratio: 67.92%, Max Drawdown: 1.13%
(60, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 9.56%, Hit Ratio: 65.67%, Max Drawdown: 1.11%
(100, 1.5, 1, 0, -0.5, 2.5, 3): Return: 9.54%, Hit Ratio: 68.75%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, -0.5, 3, 3): Return: 9.54%, Hit Ratio: 68.75%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, -0.5, 3.5, 3): Return: 9.54%, Hit Ratio: 68.75%, Max Drawdown: 1.13%
(60, 1, 1, 0.5, -0.5, 3, 2.5): Return: 9.52%, Hit Ratio: 65.67%, Max Drawdown: 1.11%
(60, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 9.52%, Hit Ratio: 65.67%, Max Drawdown: 1.11%
(60, 1.5, 1, -0.5, 0, 2.5, 3.5): Return: 9.51%, Hit Ratio: 67.21%, Max Drawdown: 1.21%
(30, 1.5, 1, 0.5, 0, 2.5, 3): Return: 9.49%, Hit Ratio: 70.42%, Max Drawdown: 1.72%
(60, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 9.49%, Hit Ratio: 71.15%, Max Drawdown: 1.22%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: 9.48%, Hit Ratio: 71.43%, Max Drawdown: 1.26%
(30, 1, 1, -0.5, 0, 3.5, 3.5): Return: 9.48%, Hit Ratio: 71.43%, Max Drawdown: 1.26%
(30, 1.5, 1, 0.5, 0.5, 3, 3.5): Return: 9.47%, Hit Ratio: 68.0%, Max Drawdown: 1.26%
(30, 1.5, 1, 0.5, 0.5, 3.5, 3.5): Return: 9.47%, Hit Ratio: 68.0%, Max Drawdown: 1.26%
(60, 1.5, 1, -0.5, 0, 3, 3.5): Return: 9.47%, Hit Ratio: 67.21%, Max Drawdown: 1.24%
(60, 1.5, 1, -0.5, 0, 3.5, 3.5): Return: 9.47%, Hit Ratio: 67.21%, Max Drawdown: 1.24%
(60, 1.5, 1, -0.5, -0.5, 3, 3): Return: 9.45%, Hit Ratio: 71.15%, Max Drawdown: 1.25%
(60, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 9.45%, Hit Ratio: 71.15%, Max Drawdown: 1.25%
(30, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 9.42%, Hit Ratio: 72.73%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 9.42%, Hit Ratio: 72.73%, Max Drawdown: 1.27%
(30, 2, 1, 0.5, 0, 3, 2.5): Return: 9.42%, Hit Ratio: 72.13%, Max Drawdown: 1.1%
(30, 2, 1, 0.5, 0, 3.5, 2.5): Return: 9.42%, Hit Ratio: 72.13%, Max Drawdown: 1.1%
(60, 1, 1, 0.5, -0.5, 2.5, 3): Return: 9.42%, Hit Ratio: 64.71%, Max Drawdown: 1.11%
(30, 1, 1, 0.5, 0, 3, 3): Return: 9.41%, Hit Ratio: 70.67%, Max Drawdown: 1.27%
(30, 1, 1, 0.5, 0, 3.5, 3): Return: 9.41%, Hit Ratio: 70.67%, Max Drawdown: 1.27%
(60, 1, 1, 0.5, -0.5, 3, 3): Return: 9.38%, Hit Ratio: 64.71%, Max Drawdown: 1.11%
(60, 1, 1, 0.5, -0.5, 3.5, 3): Return: 9.38%, Hit Ratio: 64.71%, Max Drawdown: 1.11%
(100, 2, 1, 0, 0, 2.5, 3): Return: 9.38%, Hit Ratio: 65.31%, Max Drawdown: 0.84%
(100, 2, 1, 0, 0, 3, 3): Return: 9.38%, Hit Ratio: 65.31%, Max Drawdown: 0.84%
(100, 2, 1, 0, 0, 3.5, 3): Return: 9.38%, Hit Ratio: 65.31%, Max Drawdown: 0.84%
(60, 2, 1, -0.5, -0.5, 2.5, 3): Return: 9.36%, Hit Ratio: 73.47%, Max Drawdown: 1.22%
(60, 2, 1, 0, -0.5, 2.5, 2.5): Return: 9.36%, Hit Ratio: 69.81%, Max Drawdown: 1.22%
(60, 2, 1, -0.5, -0.5, 3, 3): Return: 9.32%, Hit Ratio: 73.47%, Max Drawdown: 1.25%
(60, 2, 1, -0.5, -0.5, 3.5, 3): Return: 9.32%, Hit Ratio: 73.47%, Max Drawdown: 1.25%
(60, 2, 1, 0, -0.5, 3, 2.5): Return: 9.32%, Hit Ratio: 69.81%, Max Drawdown: 1.25%
(60, 2, 1, 0, -0.5, 3.5, 2.5): Return: 9.32%, Hit Ratio: 69.81%, Max Drawdown: 1.25%
(30, 1, 1, 0.5, -0.5, 2.5, 3.5): Return: 9.31%, Hit Ratio: 69.01%, Max Drawdown: 1.72%
(30, 1, 1, 0.5, 0.5, 3, 3.5): Return: 9.31%, Hit Ratio: 65.38%, Max Drawdown: 1.25%
(30, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: 9.31%, Hit Ratio: 65.38%, Max Drawdown: 1.25%
(30, 2, 1, 0, -0.5, 3, 3): Return: 9.3%, Hit Ratio: 71.93%, Max Drawdown: 1.11%
(30, 2, 1, 0, -0.5, 3.5, 3): Return: 9.3%, Hit Ratio: 71.93%, Max Drawdown: 1.11%
(60, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 9.28%, Hit Ratio: 68.42%, Max Drawdown: 1.22%
(100, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: 9.28%, Hit Ratio: 68.0%, Max Drawdown: 1.13%
(100, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: 9.28%, Hit Ratio: 68.0%, Max Drawdown: 1.13%
(100, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 9.28%, Hit Ratio: 68.0%, Max Drawdown: 1.13%
(60, 1.5, 1, -0.5, 0, 2.5, 3): Return: 9.24%, Hit Ratio: 66.67%, Max Drawdown: 1.21%
(60, 1.5, 1, 0, -0.5, 3, 2.5): Return: 9.24%, Hit Ratio: 68.42%, Max Drawdown: 1.25%
(60, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: 9.24%, Hit Ratio: 68.42%, Max Drawdown: 1.25%
(30, 2, 1, -0.5, 0.5, 2.5, 3): Return: 9.2%, Hit Ratio: 70.77%, Max Drawdown: 1.1%
(60, 1.5, 1, -0.5, 0, 3, 3): Return: 9.2%, Hit Ratio: 66.67%, Max Drawdown: 1.24%
(60, 1.5, 1, -0.5, 0, 3.5, 3): Return: 9.2%, Hit Ratio: 66.67%, Max Drawdown: 1.24%
(30, 2, 1, -0.5, 0.5, 3, 3.5): Return: 9.19%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(30, 2, 1, -0.5, 0.5, 3.5, 3.5): Return: 9.19%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(30, 2, 1, 0, 0.5, 3, 3): Return: 9.19%, Hit Ratio: 70.15%, Max Drawdown: 1.11%
(30, 2, 1, 0, 0.5, 3.5, 3): Return: 9.19%, Hit Ratio: 70.15%, Max Drawdown: 1.11%
(30, 1.5, 1, -0.5, 0, 2.5, 3.5): Return: 9.18%, Hit Ratio: 72.73%, Max Drawdown: 1.71%
(30, 1.5, 1, 0, 0.5, 3, 3.5): Return: 9.16%, Hit Ratio: 71.23%, Max Drawdown: 1.27%
(30, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 9.16%, Hit Ratio: 71.23%, Max Drawdown: 1.27%
(100, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 9.14%, Hit Ratio: 75.0%, Max Drawdown: 1.13%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 9.14%, Hit Ratio: 75.0%, Max Drawdown: 1.13%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 9.14%, Hit Ratio: 75.0%, Max Drawdown: 1.13%
(30, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: 9.13%, Hit Ratio: 69.35%, Max Drawdown: 1.26%
(30, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 9.13%, Hit Ratio: 69.35%, Max Drawdown: 1.26%
(30, 1.5, 1, 0, 0, 2.5, 3.5): Return: 9.12%, Hit Ratio: 71.01%, Max Drawdown: 1.71%
(30, 1, 1, -0.5, 0, 3, 3): Return: 9.1%, Hit Ratio: 71.01%, Max Drawdown: 1.26%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: 9.1%, Hit Ratio: 71.01%, Max Drawdown: 1.26%
(30, 1.5, 1, -0.5, 0.5, 3, 3.5): Return: 9.1%, Hit Ratio: 71.23%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, 0.5, 3.5, 3.5): Return: 9.1%, Hit Ratio: 71.23%, Max Drawdown: 1.27%
(30, 1.5, 1, 0.5, 0.5, 3, 3): Return: 9.09%, Hit Ratio: 67.57%, Max Drawdown: 1.27%
(30, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: 9.09%, Hit Ratio: 67.57%, Max Drawdown: 1.27%
(60, 1.5, 1, 0, 0, 2.5, 2.5): Return: 9.09%, Hit Ratio: 68.33%, Max Drawdown: 1.21%
(100, 1.5, 1, 0, 0, 2.5, 3): Return: 9.09%, Hit Ratio: 66.67%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, 0, 3, 3): Return: 9.09%, Hit Ratio: 66.67%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, 0, 3.5, 3): Return: 9.09%, Hit Ratio: 66.67%, Max Drawdown: 1.13%
(100, 2, 1, 0.5, 0, 2.5, 2.5): Return: 9.06%, Hit Ratio: 66.0%, Max Drawdown: 0.84%
(100, 2, 1, 0.5, 0, 3, 2.5): Return: 9.06%, Hit Ratio: 66.0%, Max Drawdown: 0.84%
(100, 2, 1, 0.5, 0, 3.5, 2.5): Return: 9.06%, Hit Ratio: 66.0%, Max Drawdown: 0.84%
(60, 1.5, 1, 0, 0, 3, 2.5): Return: 9.05%, Hit Ratio: 68.33%, Max Drawdown: 1.23%
(60, 1.5, 1, 0, 0, 3.5, 2.5): Return: 9.05%, Hit Ratio: 68.33%, Max Drawdown: 1.23%
(30, 1.5, 1, -0.5, -0.5, 3, 3): Return: 9.04%, Hit Ratio: 72.22%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 9.04%, Hit Ratio: 72.22%, Max Drawdown: 1.27%
(100, 2, 1, 0, -0.5, 2.5, 2.5): Return: 9.04%, Hit Ratio: 66.67%, Max Drawdown: 0.84%
(100, 2, 1, 0, -0.5, 3, 2.5): Return: 9.04%, Hit Ratio: 66.67%, Max Drawdown: 0.84%
(100, 2, 1, 0, -0.5, 3.5, 2.5): Return: 9.04%, Hit Ratio: 66.67%, Max Drawdown: 0.84%
(100, 2, 1, -0.5, 0, 2.5, 2.5): Return: 9.02%, Hit Ratio: 71.74%, Max Drawdown: 0.64%
(100, 2, 1, -0.5, 0, 3, 2.5): Return: 9.02%, Hit Ratio: 71.74%, Max Drawdown: 0.64%
(100, 2, 1, -0.5, 0, 3.5, 2.5): Return: 9.02%, Hit Ratio: 71.74%, Max Drawdown: 0.64%
(30, 1, 1, 0.5, -0.5, 2.5, 3): Return: 8.93%, Hit Ratio: 68.57%, Max Drawdown: 1.72%
(30, 1, 1, 0.5, -0.5, 3, 2.5): Return: 8.93%, Hit Ratio: 68.66%, Max Drawdown: 1.27%
(30, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 8.93%, Hit Ratio: 68.66%, Max Drawdown: 1.27%
(30, 1, 1, 0.5, 0.5, 3, 3): Return: 8.93%, Hit Ratio: 64.94%, Max Drawdown: 1.26%
(30, 1, 1, 0.5, 0.5, 3.5, 3): Return: 8.93%, Hit Ratio: 64.94%, Max Drawdown: 1.26%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: 8.88%, Hit Ratio: 71.93%, Max Drawdown: 1.26%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 8.88%, Hit Ratio: 71.93%, Max Drawdown: 1.26%
(100, 1.5, 1, -0.5, 0, 2.5, 3): Return: 8.87%, Hit Ratio: 71.43%, Max Drawdown: 1.13%
(100, 1.5, 1, -0.5, 0, 3, 3): Return: 8.87%, Hit Ratio: 71.43%, Max Drawdown: 1.13%
(100, 1.5, 1, -0.5, 0, 3.5, 3): Return: 8.87%, Hit Ratio: 71.43%, Max Drawdown: 1.13%
(30, 2, 1, 0, 0, 2.5, 2.5): Return: 8.83%, Hit Ratio: 73.21%, Max Drawdown: 1.1%
(30, 1, 1, 0.5, 0, 2.5, 3.5): Return: 8.82%, Hit Ratio: 70.27%, Max Drawdown: 1.72%
(60, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 8.82%, Hit Ratio: 72.0%, Max Drawdown: 1.22%
(30, 2, 1, -0.5, 0.5, 3, 3): Return: 8.81%, Hit Ratio: 70.15%, Max Drawdown: 1.11%
(30, 2, 1, -0.5, 0.5, 3.5, 3): Return: 8.81%, Hit Ratio: 70.15%, Max Drawdown: 1.11%
(30, 1, 1, 0, 0, 3, 3.5): Return: 8.8%, Hit Ratio: 69.86%, Max Drawdown: 1.27%
(30, 1, 1, 0, 0, 3.5, 3.5): Return: 8.8%, Hit Ratio: 69.86%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, 0, 2.5, 3): Return: 8.8%, Hit Ratio: 72.31%, Max Drawdown: 1.72%
(30, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: 8.8%, Hit Ratio: 68.85%, Max Drawdown: 1.72%
(60, 1, 1, 0.5, 0, 2.5, 3.5): Return: 8.79%, Hit Ratio: 63.89%, Max Drawdown: 1.12%
(30, 1.5, 1, 0, 0.5, 3, 3): Return: 8.78%, Hit Ratio: 70.83%, Max Drawdown: 1.27%
(30, 1.5, 1, 0, 0.5, 3.5, 3): Return: 8.78%, Hit Ratio: 70.83%, Max Drawdown: 1.27%
(60, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 8.78%, Hit Ratio: 72.0%, Max Drawdown: 1.25%
(60, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 8.78%, Hit Ratio: 72.0%, Max Drawdown: 1.25%
(100, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: 8.77%, Hit Ratio: 67.31%, Max Drawdown: 1.13%
(100, 1.5, 1, 0.5, 0, 3, 2.5): Return: 8.77%, Hit Ratio: 67.31%, Max Drawdown: 1.13%
(100, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: 8.77%, Hit Ratio: 67.31%, Max Drawdown: 1.13%
(60, 1, 1, 0.5, 0, 3, 3.5): Return: 8.75%, Hit Ratio: 63.89%, Max Drawdown: 1.12%
(60, 1, 1, 0.5, 0, 3.5, 3.5): Return: 8.75%, Hit Ratio: 63.89%, Max Drawdown: 1.12%
(100, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 8.75%, Hit Ratio: 68.09%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, -0.5, 3, 2.5): Return: 8.75%, Hit Ratio: 68.09%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: 8.75%, Hit Ratio: 68.09%, Max Drawdown: 1.13%
(30, 1.5, 1, 0, 0, 2.5, 3): Return: 8.74%, Hit Ratio: 70.59%, Max Drawdown: 1.72%
(30, 1.5, 1, -0.5, 0.5, 3, 3): Return: 8.73%, Hit Ratio: 70.83%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, 0.5, 3.5, 3): Return: 8.73%, Hit Ratio: 70.83%, Max Drawdown: 1.27%
(60, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: 8.7%, Hit Ratio: 74.47%, Max Drawdown: 1.22%
(100, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 8.69%, Hit Ratio: 72.0%, Max Drawdown: 1.6%
(100, 1, 1, -0.5, -0.5, 3, 3.5): Return: 8.69%, Hit Ratio: 72.0%, Max Drawdown: 1.6%
(100, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 8.69%, Hit Ratio: 72.0%, Max Drawdown: 1.6%
(60, 2, 1, -0.5, -0.5, 3, 2.5): Return: 8.66%, Hit Ratio: 74.47%, Max Drawdown: 1.25%
(60, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: 8.66%, Hit Ratio: 74.47%, Max Drawdown: 1.25%
(30, 1.5, 1, 0.5, 0, 3, 2.5): Return: 8.65%, Hit Ratio: 69.7%, Max Drawdown: 1.26%
(30, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: 8.65%, Hit Ratio: 69.7%, Max Drawdown: 1.26%
(60, 1, 1, 0.5, 0, 2.5, 2.5): Return: 8.65%, Hit Ratio: 64.29%, Max Drawdown: 1.12%
(60, 2, 1, 0.5, 0.5, 2.5, 3.5): Return: 8.63%, Hit Ratio: 63.64%, Max Drawdown: 1.11%
(60, 1, 1, 0.5, 0, 3, 2.5): Return: 8.61%, Hit Ratio: 64.29%, Max Drawdown: 1.12%
(60, 1, 1, 0.5, 0, 3.5, 2.5): Return: 8.61%, Hit Ratio: 64.29%, Max Drawdown: 1.12%
(30, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 8.59%, Hit Ratio: 68.18%, Max Drawdown: 1.72%
(60, 2, 1, 0.5, 0.5, 3, 3.5): Return: 8.59%, Hit Ratio: 63.64%, Max Drawdown: 1.11%
(60, 2, 1, 0.5, 0.5, 3.5, 3.5): Return: 8.59%, Hit Ratio: 63.64%, Max Drawdown: 1.11%
(30, 2, 1, -0.5, 0, 2.5, 2.5): Return: 8.58%, Hit Ratio: 74.55%, Max Drawdown: 1.1%
(60, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 8.58%, Hit Ratio: 67.24%, Max Drawdown: 1.21%
(100, 2, 1, 0, 0, 2.5, 2.5): Return: 8.58%, Hit Ratio: 64.58%, Max Drawdown: 0.84%
(100, 2, 1, 0, 0, 3, 2.5): Return: 8.58%, Hit Ratio: 64.58%, Max Drawdown: 0.84%
(100, 2, 1, 0, 0, 3.5, 2.5): Return: 8.58%, Hit Ratio: 64.58%, Max Drawdown: 0.84%
(30, 1.5, 1, 0, -0.5, 3, 3.5): Return: 8.56%, Hit Ratio: 69.84%, Max Drawdown: 1.28%
(30, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: 8.56%, Hit Ratio: 69.84%, Max Drawdown: 1.28%
(60, 1.5, 1, -0.5, 0, 3, 2.5): Return: 8.54%, Hit Ratio: 67.24%, Max Drawdown: 1.24%
(60, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 8.54%, Hit Ratio: 67.24%, Max Drawdown: 1.24%
(30, 1, 1, -0.5, 0, 2.5, 3.5): Return: 8.52%, Hit Ratio: 70.59%, Max Drawdown: 1.71%
(60, 1, 1, 0.5, 0, 2.5, 3): Return: 8.52%, Hit Ratio: 63.38%, Max Drawdown: 1.12%
(30, 1.5, 1, 0.5, 0.5, 2.5, 3.5): Return: 8.51%, Hit Ratio: 67.12%, Max Drawdown: 1.72%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: 8.5%, Hit Ratio: 71.43%, Max Drawdown: 1.27%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: 8.5%, Hit Ratio: 71.43%, Max Drawdown: 1.27%
(60, 1, 1, 0.5, 0, 3, 3): Return: 8.48%, Hit Ratio: 63.38%, Max Drawdown: 1.12%
(60, 1, 1, 0.5, 0, 3.5, 3): Return: 8.48%, Hit Ratio: 63.38%, Max Drawdown: 1.12%
(100, 1, 1, 0.5, 0, 2.5, 3.5): Return: 8.47%, Hit Ratio: 60.32%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 3, 3.5): Return: 8.47%, Hit Ratio: 60.32%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 3.5, 3.5): Return: 8.47%, Hit Ratio: 60.32%, Max Drawdown: 1.32%
(30, 1, 1, 0.5, 0, 2.5, 3): Return: 8.44%, Hit Ratio: 69.86%, Max Drawdown: 1.72%
(30, 2, 1, 0, 0, 3, 2.5): Return: 8.44%, Hit Ratio: 72.41%, Max Drawdown: 1.11%
(30, 2, 1, 0, 0, 3.5, 2.5): Return: 8.44%, Hit Ratio: 72.41%, Max Drawdown: 1.11%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3.5): Return: 8.43%, Hit Ratio: 72.22%, Max Drawdown: 1.72%
(30, 1, 1, 0, 0, 3, 3): Return: 8.42%, Hit Ratio: 69.44%, Max Drawdown: 1.27%
(30, 1, 1, 0, 0, 3.5, 3): Return: 8.42%, Hit Ratio: 69.44%, Max Drawdown: 1.27%
(30, 1, 1, 0.5, 0, 3, 2.5): Return: 8.41%, Hit Ratio: 70.0%, Max Drawdown: 1.27%
(30, 1, 1, 0.5, 0, 3.5, 2.5): Return: 8.41%, Hit Ratio: 70.0%, Max Drawdown: 1.27%
(30, 2, 1, 0.5, 0.5, 2.5, 2.5): Return: 8.39%, Hit Ratio: 68.33%, Max Drawdown: 1.11%
(30, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: 8.37%, Hit Ratio: 72.34%, Max Drawdown: 1.1%
(60, 2, 1, 0.5, 0.5, 2.5, 3): Return: 8.37%, Hit Ratio: 63.08%, Max Drawdown: 1.11%
(30, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: 8.34%, Hit Ratio: 64.47%, Max Drawdown: 1.71%
(30, 2, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 8.33%, Hit Ratio: 76.92%, Max Drawdown: 1.09%
(60, 2, 1, 0.5, 0.5, 3, 3): Return: 8.33%, Hit Ratio: 63.08%, Max Drawdown: 1.11%
(60, 2, 1, 0.5, 0.5, 3.5, 3): Return: 8.33%, Hit Ratio: 63.08%, Max Drawdown: 1.11%
(30, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: 8.32%, Hit Ratio: 69.23%, Max Drawdown: 1.72%
(100, 1.5, 1, 0, 0, 2.5, 2.5): Return: 8.29%, Hit Ratio: 66.0%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, 0, 3, 2.5): Return: 8.29%, Hit Ratio: 66.0%, Max Drawdown: 1.13%
(100, 1.5, 1, 0, 0, 3.5, 2.5): Return: 8.29%, Hit Ratio: 66.0%, Max Drawdown: 1.13%
(100, 1, 1, 0.5, -0.5, 2.5, 3.5): Return: 8.28%, Hit Ratio: 59.68%, Max Drawdown: 1.31%
(100, 1, 1, 0.5, -0.5, 3, 3.5): Return: 8.28%, Hit Ratio: 59.68%, Max Drawdown: 1.31%
(100, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: 8.28%, Hit Ratio: 59.68%, Max Drawdown: 1.31%
(60, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 8.2%, Hit Ratio: 66.07%, Max Drawdown: 1.59%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: 8.19%, Hit Ratio: 68.75%, Max Drawdown: 1.26%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: 8.19%, Hit Ratio: 68.75%, Max Drawdown: 1.26%
(30, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 8.19%, Hit Ratio: 70.42%, Max Drawdown: 1.72%
(30, 2, 1, -0.5, 0, 3, 2.5): Return: 8.19%, Hit Ratio: 73.68%, Max Drawdown: 1.11%
(30, 2, 1, -0.5, 0, 3.5, 2.5): Return: 8.19%, Hit Ratio: 73.68%, Max Drawdown: 1.11%
(30, 1.5, 1, 0, -0.5, 3, 3): Return: 8.18%, Hit Ratio: 69.35%, Max Drawdown: 1.28%
(30, 1.5, 1, 0, -0.5, 3.5, 3): Return: 8.18%, Hit Ratio: 69.35%, Max Drawdown: 1.28%
(100, 2, 1, 0.5, 0.5, 2.5, 3.5): Return: 8.17%, Hit Ratio: 63.79%, Max Drawdown: 1.07%
(100, 2, 1, 0.5, 0.5, 3, 3.5): Return: 8.17%, Hit Ratio: 63.79%, Max Drawdown: 1.07%
(100, 2, 1, 0.5, 0.5, 3.5, 3.5): Return: 8.17%, Hit Ratio: 63.79%, Max Drawdown: 1.07%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: 8.16%, Hit Ratio: 66.07%, Max Drawdown: 1.61%
(60, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 8.16%, Hit Ratio: 66.07%, Max Drawdown: 1.61%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: 8.14%, Hit Ratio: 70.15%, Max Drawdown: 1.72%
(30, 1.5, 1, -0.5, 0.5, 2.5, 3.5): Return: 8.14%, Hit Ratio: 70.42%, Max Drawdown: 1.72%
(30, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: 8.13%, Hit Ratio: 66.67%, Max Drawdown: 1.73%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 8.11%, Hit Ratio: 70.83%, Max Drawdown: 1.61%
(100, 1, 1, -0.5, -0.5, 2.5, 3): Return: 8.11%, Hit Ratio: 70.83%, Max Drawdown: 1.61%
(100, 1, 1, -0.5, -0.5, 3, 2.5): Return: 8.11%, Hit Ratio: 70.83%, Max Drawdown: 1.61%
(100, 1, 1, -0.5, -0.5, 3, 3): Return: 8.11%, Hit Ratio: 70.83%, Max Drawdown: 1.61%
(100, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 8.11%, Hit Ratio: 70.83%, Max Drawdown: 1.61%
(100, 1, 1, -0.5, -0.5, 3.5, 3): Return: 8.11%, Hit Ratio: 70.83%, Max Drawdown: 1.61%
(30, 1, 1, 0.5, 0, 2.5, 2.5): Return: 8.07%, Hit Ratio: 69.57%, Max Drawdown: 1.72%
(100, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 8.07%, Hit Ratio: 70.83%, Max Drawdown: 1.13%
(100, 1.5, 1, -0.5, 0, 3, 2.5): Return: 8.07%, Hit Ratio: 70.83%, Max Drawdown: 1.13%
(100, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 8.07%, Hit Ratio: 70.83%, Max Drawdown: 1.13%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 8.06%, Hit Ratio: 67.27%, Max Drawdown: 1.59%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 8.05%, Hit Ratio: 71.7%, Max Drawdown: 1.73%
(30, 2, 1, 0, -0.5, 2.5, 2.5): Return: 8.04%, Hit Ratio: 72.0%, Max Drawdown: 1.11%
(60, 1, 1, -0.5, -0.5, 3, 2.5): Return: 8.02%, Hit Ratio: 67.27%, Max Drawdown: 1.61%
(60, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 8.02%, Hit Ratio: 67.27%, Max Drawdown: 1.61%
(30, 2, 1, 0.5, 0.5, 3, 2.5): Return: 8.01%, Hit Ratio: 67.74%, Max Drawdown: 1.11%
